Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2011-03-12 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / MARKET ST,-122.393983685228,37.795060765295
2007-06-02 20:05:00,NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE,31ST AV / NORIEGA ST,-122.489322837068,37.7536737023903
2013-06-30 00:50:00,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Sunday,TARAVAL,NONE,CRESPI DR / CARDENAS AV,-122.476365700724,37.719452961095705
2003-05-29 20:22:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416342977622,37.7824465135592
2007-11-29 01:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE,BROADWAY ST / POWELL ST,-122.410265407362,37.7974186692171
2013-03-18 14:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,1500 Block of YORK ST,-122.407655826828,37.7478747685045
2014-04-16 02:55:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,BAYVIEW,NONE,3RD ST / MEADE AV,-122.397982846671,37.7181790803666
2007-05-04 22:45:00,MISSING PERSON,MISSING JUVENILE,Friday,MISSION,LOCATED,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2013-03-10 12:20:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2003-09-15 21:20:00,LOITERING,LOITERING,Monday,TARAVAL,NONE,900 Block of RANDOLPH ST,-122.471555654261,37.714949488487
2013-04-16 11:00:00,NON-CRIMINAL,CASE CLOSURE,Tuesday,INGLESIDE,COMPLAINANT REFUSES TO PROSECUTE,3800 Block of MISSION ST,-122.424519934269,37.7356945008365
2015-02-06 10:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563
2014-02-21 18:35:00,NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE,100 Block of CAMBON DR,-122.474170989826,37.7166569724342
2004-04-30 11:25:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,SOUTHERN,NONE,600 Block of MISSION ST,-122.400101750163,37.7876898900758
2004-03-06 10:17:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,BAYVIEW,NONE,SILVER AV / SAN BRUNO AV,-122.405610268231,37.732438865014
2008-01-10 00:57:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,SOUTHERN,"ARREST, BOOKED",6TH ST / STEVENSON ST,-122.409696355558,37.7817540588712
2013-09-20 20:49:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2007-03-09 16:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,TARAVAL,NONE,1500 Block of 31ST AV,-122.489586406506,37.75831781832871
2003-12-26 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,WISCONSIN ST / 26TH ST,-122.398341782099,37.7510539547185
2011-08-27 12:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,100 Block of GREENWICH ST,-122.402591782252,37.8032219444332
2013-11-25 17:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,NORTHERN,NONE,1400 Block of LARKIN ST,-122.419199089939,37.79124610270679
2008-05-13 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE,HAWES ST / GILMAN AV,-122.390019844731,37.71929875526279
2003-02-18 19:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,OCEAN AV / PHELAN AV,-122.452330120845,37.7230787059685
2006-04-07 19:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TARAVAL,"ARREST, CITED",JUNIPERO SERRA BL / 19TH AV,-122.472570418291,37.71717340756221
2006-03-09 00:23:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,MISSION,"ARREST, BOOKED",600 Block of SHOTWELL ST,-122.41577026404,37.7580118295123
2012-07-15 10:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",SUNNYDALE AV / GARRISON AV,-122.412886419802,37.7110376887334
2010-08-28 14:26:00,OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED",300 Block of SUTTER ST,-122.406203716249,37.7895849790509
2011-06-30 06:45:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,PARK,"ARREST, BOOKED",2400 Block of GEARY BL,-122.44364285254,37.7829183663086
2014-07-12 03:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,SOUTHERN,"ARREST, BOOKED",400 Block of 7TH ST,-122.405187364125,37.7745529324018
2010-03-09 07:50:00,MISSING PERSON,FOUND PERSON,Tuesday,SOUTHERN,LOCATED,500 Block of MINNA ST,-122.409793939547,37.77918239334621
2003-08-09 22:50:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",0 Block of STEUART ST,-122.394244418005,37.7941562815215
2011-07-27 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE,900 Block of STEINER ST,-122.433246518836,37.777974071262896
2004-12-25 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,LARKIN ST / SUTTER ST,-122.418467747938,37.7879652569568
2003-09-18 13:20:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,300 Block of BUCHANAN ST,-122.4272776443,37.7727541133707
2014-10-13 02:00:00,WARRANTS,WARRANT ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2005-02-10 09:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,BAYVIEW,NONE,MENDELL ST / 3RD ST,-122.390971734594,37.73401521810371
2011-12-28 11:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,900 Block of MASON ST,-122.410845624227,37.792315874764704
2013-12-24 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,12TH ST / MARKET ST,-122.420254960348,37.774358171070105
2013-06-26 21:00:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,RICHMOND,NONE,3700 Block of SACRAMENTO ST,-122.454419510878,37.7871843201568
2011-05-03 19:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395898776686,37.7787487070192
2005-03-24 15:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,CENTRAL,NONE,FRANCISCO ST / STOCKTON ST,-122.410127188566,37.80509848573229
2014-04-14 15:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,VALE AV / CRESTLAKE DR,-122.484126207276,37.7352741998848
2010-09-10 00:30:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,RICHMOND,"ARREST, CITED",32ND AV / CALIFORNIA ST,-122.492511050967,37.7835397711738
2013-03-19 19:47:00,ASSAULT,FALSE IMPRISONMENT,Tuesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,1100 Block of OAKDALE AV,-122.382192583973,37.7298874272325
2012-01-01 00:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,400 Block of SOUTH VAN NESS AV,-122.417524902878,37.766282946754
2003-06-26 09:00:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.408913229808,37.781211650766295
2003-11-12 19:00:00,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Wednesday,NORTHERN,NONE,500 Block of FELL ST,-122.426923842083,37.7754731970466
2010-01-30 16:45:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, CITED",800 Block of HOWARD ST,-122.403793259489,37.7823235897616
2014-12-28 00:45:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,PINE ST / VANNESS AV,-122.422139511488,37.78941076334571
2004-09-01 22:22:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,NORTHERN,"ARREST, BOOKED",VAN NESS AV / OAK ST,-122.419257894821,37.775146291631
2014-03-08 09:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE,100 Block of COLLEGE AV,-122.426495413982,37.735348450768
2008-11-30 21:06:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,0 Block of MIDDLEPOINT RD,-122.379483705157,37.7357419110951
2009-11-11 23:29:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Wednesday,MISSION,NONE,CAPP ST / 20TH ST,-122.41796448376002,37.7586968166489
2009-11-28 19:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TENDERLOIN,NONE,400 Block of EDDY ST,-122.415088721046,37.7836719564372
2009-11-29 22:40:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED",3RD ST / PALOU AV,-122.390971734551,37.73401521807229
2014-08-06 23:21:00,DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE,Wednesday,RICHMOND,"ARREST, BOOKED",FULTON ST / 22ND AV,-122.480980581059,37.7727160506722
2011-08-27 02:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE,1200 Block of FOLSOM ST,-122.410802477808,37.7743299153836
2008-09-03 21:10:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",700 Block of OFARRELL ST,-122.417107256373,37.7853238292094
2014-05-17 23:30:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,"ARREST, CITED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
2007-10-30 20:30:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,PARK,"ARREST, BOOKED",2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2004-03-29 07:00:00,OTHER OFFENSES,VIOLATION OF PARK CODE,Monday,CENTRAL,"ARREST, BOOKED",WASHINGTON ST / DRUMM ST,-122.396962385554,37.7963478739213
2013-08-19 00:30:00,NON-CRIMINAL,FIRE REPORT,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2005-03-08 00:01:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,TARAVAL,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of ARCH ST,-122.467152849824,37.7133647785888
2005-06-18 23:59:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 4TH ST,-122.404270179493,37.7844788538516
2004-12-21 19:11:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, CITED",ALABAMA ST / 20TH ST,-122.411580507788,37.7590834645679
2011-12-13 17:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2008-01-23 03:46:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TENDERLOIN,"ARREST, CITED",LARKIN ST / ELLIS ST,-122.417710344726,37.7842362877887
2012-05-06 03:08:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Sunday,INGLESIDE,NONE,100 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
2013-02-05 04:52:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,INGLESIDE,"ARREST, BOOKED",VIENNA ST / FRANCE AV,-122.432752823079,37.7173609910494
2012-12-16 22:19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,400 Block of 29TH ST,-122.430018057024,37.7435515218996
2007-06-29 20:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,RICHMOND,PSYCHOPATHIC CASE,GEARY BL / COOK ST,-122.452144682873,37.7818526961918
2012-05-02 13:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",BAY SHORE BL / SILVER AV,-122.404658361435,37.73294870431921
2014-01-12 00:01:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,300 Block of 11TH ST,-122.413189430011,37.77127369135761
2005-09-25 20:53:00,OTHER OFFENSES,CONSPIRACY,Sunday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.408595110869,37.7837069301545
2009-01-21 12:24:00,NON-CRIMINAL,SHELTER,Wednesday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.405065483077,37.7980134745487
2011-02-27 20:34:00,ASSAULT,BATTERY,Sunday,BAYVIEW,NONE,300 Block of GIRARD ST,-122.404903343063,37.7279456314778
2009-08-22 18:06:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,PARK,"ARREST, BOOKED",1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393
2012-08-08 16:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE,POST ST / FILLMORE ST,-122.433084166837,37.7851499161537
2006-08-09 19:09:00,WARRANTS,WARRANT ARREST,Wednesday,TARAVAL,"ARREST, BOOKED",100 Block of BROAD ST,-122.45756787173,37.7132375345136
2012-06-01 11:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,CENTRAL,NONE,200 Block of POST ST,-122.406021838484,37.7886491245294
2010-08-15 00:03:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,SOUTHERN,"ARREST, BOOKED",1700 Block of MARKET ST,-122.423098219736,37.7722683129989
2015-03-21 18:30:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,CENTRAL,"ARREST, BOOKED",MONTGOMERY ST / FRANCISCO ST,-122.405361368124,37.805694741739295
2003-03-03 01:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,UNION ST / SANSOME ST,-122.402792626131,37.801242299483
2004-10-30 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE,100 Block of KISKA RD,-122.378494173975,37.7304096808335
2012-09-07 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,RICHMOND,NONE,4400 Block of CABRILLO ST,-122.506290478807,37.7733763363591
2011-11-03 17:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE,0 Block of LUCY ST,-122.393356904201,37.730076338153
2010-01-14 14:30:00,ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,NONE,1000 Block of OAKDALE AV,-122.380268162997,37.7289171340996
2011-03-12 16:00:00,SEX OFFENSES FORCIBLE,SODOMY (ADULT VICTIM),Saturday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411339562557,37.7812707434494
2007-09-07 11:06:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,MISSION,NONE,3300 Block of 18TH ST,-122.417730376662,37.7619893172394
2013-07-14 20:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Sunday,RICHMOND,NONE,1700 Block of PIERCE ST,-122.436722067333,37.7861346343274
2006-12-31 21:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,MISSION,"ARREST, BOOKED",SANCHEZ ST / CUMBERLAND ST,-122.430345617732,37.7587556424624
2012-03-23 12:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,500 Block of 9TH ST,-122.407801069192,37.7706199686035
2003-10-03 22:37:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,SOUTHERN,"ARREST, BOOKED",6TH ST / JESSIE ST,-122.409247675554,37.78139873406629
2013-03-08 23:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,TARAVAL,"ARREST, CITED",17TH AV / IRVING ST,-122.474984652578,37.763655570658
2006-06-29 08:43:00,OTHER OFFENSES,PAROLE VIOLATION,Thursday,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046
2011-12-15 13:49:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006
2003-04-16 20:27:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,1600 Block of BAY ST,-122.434177010449,37.8030044258258
2012-12-15 15:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,RICHMOND,NONE,700 Block of 3RD AV,-122.460674757214,37.7747566204394
2009-07-07 13:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED",CESAR CHAVEZ ST / KANSAS ST,-122.402063377785,37.7493979879214
2005-04-06 21:18:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,RICHMOND,"ARREST, BOOKED",2ND AV / ANZA ST,-122.459860635323,37.7792799069928
2008-04-20 21:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.404934413339,37.7814987213218
2007-05-06 03:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,SUTTER ST / LEAVENWORTH ST,-122.415186938172,37.7883866790789
2013-01-27 21:15:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,SOUTHERN,NONE,6TH ST / MINNA ST,-122.408162953857,37.7805345385278
2010-01-26 11:39:00,MISSING PERSON,MISSING JUVENILE,Tuesday,TARAVAL,LOCATED,1300 Block of 42ND AV,-122.501772901422,37.7615234046865
2003-01-06 02:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409708423721,37.78282764988379
2008-06-27 01:50:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,MISSION,"ARREST, BOOKED",200 Block of DOLORES ST,-122.426590096146,37.7651910108919
2005-10-21 14:25:00,WARRANTS,WARRANT ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",500 Block of JONES ST,-122.412999075009,37.786277459166
2006-02-22 16:25:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,PARK,NONE,OAK ST / DIVISADERO ST,-122.437422446098,37.7731323316038
2013-03-05 06:30:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE,400 Block of GEARY ST,-122.41072162587,37.78709664956629
2015-04-29 19:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,300 Block of GROVE ST,-122.422348143857,37.777861775969896
2007-06-01 23:59:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,-122.388007401911,37.7871027247566
2011-06-17 13:15:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,TARAVAL,NONE,300 Block of BRENTWOOD AV,-122.461076402981,37.7324423652486
2009-10-02 11:58:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,MISSION,NONE,1800 Block of MISSION ST,-122.419970859857,37.7674540344176
2008-08-24 01:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,TENDERLOIN,"ARREST, CITED",TURK ST / JONES ST,-122.412414263581,37.7830037964534
2008-11-15 03:20:00,ROBBERY,ROBBERY OF A RESIDENCE WITH A GUN,Saturday,BAYVIEW,NONE,1800 Block of PALOU AV,-122.396072849654,37.7369730787307
2011-09-11 01:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,600 Block of 14TH ST,-122.428267414529,37.7678184855803
2006-12-02 17:38:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2007-05-30 16:45:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,INGLESIDE,"ARREST, BOOKED",MISSION ST / BRAZIL AV,-122.434870543645,37.724589160901
2006-11-02 10:24:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Thursday,SOUTHERN,PROSECUTED BY OUTSIDE AGENCY,0 Block of FREMONT ST,-122.397412916392,37.7911152838445
2003-12-24 01:55:00,VEHICLE THEFT,STOLEN TRUCK,Wednesday,MISSION,NONE,1400 Block of FLORIDA ST,-122.409633990796,37.7489318951599
2011-03-07 16:00:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Monday,TENDERLOIN,NONE,400 Block of TURK ST,-122.416349428183,37.7825569563078
2015-03-05 21:15:00,NON-CRIMINAL,FOUND PROPERTY,Thursday,NORTHERN,NONE,MCALLISTER ST / POLK ST,-122.418600974625,37.7802607511192
2012-07-11 16:00:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,NORTHERN,NONE,1000 Block of MCALLISTER ST,-122.428464085513,37.7791067704679
2013-03-09 08:10:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,NORTHERN,"ARREST, BOOKED",3200 Block of DIVISADERO ST,-122.4428172375,37.7994896740468
2010-01-16 21:00:00,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Saturday,TARAVAL,NONE,300 Block of VERNON ST,-122.467975280838,37.718800112012
2005-05-05 22:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,RICHMOND,NONE,2900 Block of PINE ST,-122.444388982008,37.7865296663724
2005-12-01 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,NONE,6400 Block of CALIFORNIA ST,-122.486625956896,37.78375415510421
2014-04-19 22:30:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Saturday,PARK,NONE,400 Block of BUENAVISTAEAST AV,-122.440720545257,37.7667916111324
2003-09-17 07:30:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,SOUTHERN,NONE,200 Block of I-80,-122.36493749408,37.8102044406285
2006-11-30 07:55:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Thursday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / ELLIS ST,-122.414433155063,37.7846576329256
2012-01-27 08:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,BAYVIEW,NONE,1000 Block of INGERSON AV,-122.393974926568,37.719609926644
2010-04-20 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,THE EMBARCADERONORTH ST / BATTERY ST,-122.402038998271,37.80425680950579
2009-08-18 19:22:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TARAVAL,"ARREST, CITED",MONTEREY BL / SANANSELMO AV,-122.465658515286,37.7331526883666
2008-07-07 11:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, BOOKED",OFARRELL ST / JONES ST,-122.412970537591,37.78578837668879
2011-11-06 21:12:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,BAYVIEW,"ARREST, BOOKED",INNES AV / HUNTERSPOINT BL,-122.376641942409,37.732500045680496
2003-10-15 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,EUCALYPTUS DR / 23RD AV,-122.47913213748998,37.731138846071
2014-07-22 19:30:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,INGLESIDE,JUVENILE BOOKED,SANTOS ST / SUNNYDALE AV,-122.418283197104,37.7123508590096
2014-02-03 12:11:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,19TH ST / FOLSOM ST,-122.414845139206,37.7605000725995
2011-10-04 21:52:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,PARK,NONE,1900 Block of PAGE ST,-122.452896022151,37.77015015079549
2013-03-20 17:00:00,MISSING PERSON,MISSING ADULT,Wednesday,PARK,LOCATED,1400 Block of 7TH AV,-122.464044777804,37.7613161836641
2014-07-23 23:07:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,NORTHERN,"ARREST, BOOKED",GOUGH ST / GOLDEN GATE AV,-122.423732220508,37.7806111466558
2009-02-22 18:45:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711
2008-09-17 15:00:00,MISSING PERSON,MISSING ADULT,Wednesday,TARAVAL,NONE,CAPITOL AV / LOBOS ST,-122.459045161445,37.7149076281095
2003-09-16 20:10:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,PARK,NONE,14TH ST / NOE ST,-122.433409294235,37.76745989062879
2010-09-25 15:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,NONE,POST ST / VANNESS AV,-122.421572274151,37.7866181600998
2013-01-08 19:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE,1500 Block of PINE ST,-122.421319145498,37.7894600151705
2015-01-23 20:40:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,10TH ST / HARRISON ST,-122.411279189969,37.7715785765043
2005-11-17 07:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,FLORIDA ST / 20TH ST,-122.410761834623,37.7591351966576
2011-04-08 15:30:00,MISSING PERSON,FOUND PERSON,Friday,BAYVIEW,LOCATED,1700 Block of NEWCOMB AV,-122.392643753605,37.736784880051296
2012-03-06 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,600 Block of PERALTA AV,-122.408891446553,37.7417881886309
